date,chirps_lag1d_mm,chirps_lag2d_mm,chirps_lag3d_mm,chirps_roll3d_mm,chirps_roll7d_mm,chirps_roll14d_mm,chirps_roll30d_mm,chirps_rainy_days_7d,chirps_rainy_days_30d,chirps_max3d_mm,chirps_max7d_mm,chirps_api,chirps_month_mean_mm,chirps_month_std_mm,chirps_anomaly,chirps_wet_spell_len,chirps_dry_spell_len
1985-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012256514592399,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,59.0
1985-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001041803740353915,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,60.0
1985-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008855331793008276,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,61.0
1985-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007527032024057035,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,62.0
1985-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000639797722044848,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,63.0
1985-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005438280637381208,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,64.0
1985-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046225385417740267,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,65.0
1985-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003929157760507923,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,66.0
1985-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033397840964317346,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,67.0
1985-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002838816481966974,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,68.0
1985-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002412994009671928,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,69.0
1985-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020510449082211386,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,70.0
1985-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001743388171987968,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,71.0
1985-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014818799461897728,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,72.0
1985-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012595979542613067,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,73.0
1985-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010706582611221107,0.0023012397938824633,0.03167162505618588,-0.0023012397938824633,0.0,74.0
1985-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.100595219537942e-05,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,75.0
1985-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73550593660725e-05,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,76.0
1985-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.575180046116163e-05,0.021658997434644976,0.2583991294836346,-0.021658997434644976,0.0,77.0
